,state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,fips
808,Iowa,19019,Buchanan County,6420,4169,10774,2251,0.5958789678856506,0.386950064971227,0.2089289029144236,19019
809,Iowa,19021,Buena Vista County,5056,2961,8167,2095,0.6190767723766377,0.3625566303416187,0.256520142035019,19021
810,Iowa,19023,Butler County,5542,2424,8098,3118,0.6843665102494443,0.2993331686836256,0.3850333415658187,19023
811,Iowa,19025,Calhoun County,3689,1470,5258,2219,0.701597565614302,0.2795739825028528,0.4220235831114491,19025
812,Iowa,19027,Carroll County,7737,3454,11335,4283,0.682576091751213,0.3047198941332157,0.3778561976179973,19027
813,Iowa,19029,Cass County,4969,2201,7276,2768,0.6829301814183617,0.3025013743815283,0.3804288070368334,19029
814,Iowa,19031,Cedar County,6161,4337,10703,1824,0.5756330000934318,0.4052134915444268,0.1704195085490049,19031
815,Iowa,19033,Cerro Gordo County,12442,10941,23801,1501,0.5227511449098777,0.4596865677912692,0.0630645771186084,19033
816,Iowa,19035,Cherokee County,4495,1936,6518,2559,0.6896287204664008,0.2970236268794108,0.3926050935869899,19035
817,Iowa,19037,Chickasaw County,4308,2233,6631,2075,0.6496757653445936,0.336751621173277,0.3129241441713166,19037
818,Iowa,19039,Clarke County,3144,1466,4670,1678,0.6732334047109207,0.3139186295503212,0.3593147751605995,19039
819,Iowa,19041,Clay County,6137,2662,8969,3475,0.684245735310514,0.2968000891961199,0.3874456461143941,19041
820,Iowa,19043,Clayton County,6106,3340,9594,2766,0.6364394413174901,0.3481342505732749,0.2883051907442151,19043
821,Iowa,19045,Clinton County,13361,10812,24687,2549,0.541216024628347,0.4379633005225422,0.1032527241058047,19045
822,Iowa,19047,Crawford County,4854,2220,7154,2634,0.6785015376013419,0.3103159071847917,0.3681856304165501,19047
823,Iowa,19049,Dallas County,27987,26879,56022,1108,0.4995715968726572,0.4797936524936632,0.0197779443789939,19049
824,Iowa,19051,Davis County,3032,1013,4102,2019,0.7391516333495856,0.2469527059970745,0.492198927352511,19051
825,Iowa,19053,Decatur County,2615,1120,3804,1495,0.687434279705573,0.2944269190325972,0.3930073606729757,19053
826,Iowa,19055,Delaware County,6666,3157,10003,3509,0.6664000799760071,0.3156053184044786,0.3507947615715285,19055
827,Iowa,19057,Des Moines County,10592,8893,19956,1699,0.5307676889156143,0.4456303868510723,0.0851373020645419,19057
828,Iowa,19059,Dickinson County,7438,3661,11244,3777,0.6615083600142299,0.325595873354678,0.3359124866595518,19059
829,Iowa,19061,Dubuque County,27214,25657,53926,1557,0.5046545265734526,0.4757816266735897,0.0288728998998628,19061
830,Iowa,19063,Emmet County,3265,1520,4853,1745,0.6727797238821348,0.3132083247475788,0.359571399134556,19063
831,Iowa,19065,Fayette County,6145,3835,10186,2310,0.6032790104064402,0.3764971529550363,0.2267818574514038,19065
832,Iowa,19067,Floyd County,4732,3172,8032,1560,0.5891434262948207,0.3949203187250996,0.1942231075697211,19067
833,Iowa,19069,Franklin County,3422,1626,5130,1796,0.6670565302144249,0.3169590643274854,0.3500974658869395,19069
834,Iowa,19071,Fremont County,2711,1080,3857,1631,0.7028778843660877,0.2800103707544724,0.4228675136116153,19071
835,Iowa,19073,Greene County,3223,1769,5057,1454,0.6373343879770615,0.3498121415859205,0.287522246391141,19073
836,Iowa,19075,Grundy County,4929,2206,7276,2723,0.6774326553051127,0.3031885651456844,0.3742440901594282,19075
837,Iowa,19077,Guthrie County,4272,1985,6371,2287,0.6705383770208758,0.3115680426934547,0.3589703343274211,19077
838,Iowa,19079,Hamilton County,4956,2843,7943,2113,0.6239456124889841,0.357925217172353,0.266020395316631,19079
839,Iowa,19081,Hancock County,4390,1683,6172,2707,0.7112767336357745,0.2726830848995463,0.4385936487362281,19081
840,Iowa,19083,Hardin County,5850,2976,8989,2874,0.6507954166203137,0.3310713093781288,0.3197241072421848,19083
841,Iowa,19085,Harrison County,5569,2440,8155,3129,0.6828939301042305,0.299202942979767,0.3836909871244635,19085
842,Iowa,19087,Henry County,6507,3275,9982,3232,0.6518733720697255,0.3280905630134241,0.3237828090563013,19087
843,Iowa,19089,Howard County,3127,1772,4958,1355,0.6306978620411456,0.3574021782977007,0.2732956837434449,19089
844,Iowa,19091,Humboldt County,3819,1442,5327,2377,0.7169138351792754,0.2706964520367937,0.4462173831424817,19091
845,Iowa,19093,Ida County,2880,917,3849,1963,0.7482462977396727,0.2382436996622499,0.5100025980774228,19093
846,Iowa,19095,Iowa County,6009,3547,9742,2462,0.6168137959351263,0.364093615274071,0.2527201806610553,19095
847,Iowa,19097,Jackson County,6940,4029,11135,2911,0.6232599910193085,0.3618320610687023,0.2614279299506062,19097
848,Iowa,19099,Jasper County,12084,7737,20184,4347,0.598692033293698,0.3833234244946492,0.2153686087990488,19099
849,Iowa,19101,Jefferson County,4443,4319,8959,124,0.4959258845853332,0.4820850541355062,0.013840830449827,19101
850,Iowa,19103,Johnson County,22925,59177,83851,-36252,0.2734016290801541,0.7057399434711572,-0.4323383143910031,19103
851,Iowa,19105,Jones County,6572,4213,10989,2359,0.598052598052598,0.3833833833833834,0.2146692146692146,19105
852,Iowa,19107,Keokuk County,3797,1414,5303,2383,0.7160098057703187,0.2666415236658495,0.4493682821044691,19107
853,Iowa,19109,Kossuth County,6275,2696,9090,3579,0.6903190319031903,0.2965896589658965,0.3937293729372937,19109
854,Iowa,19111,Lee County,9773,6541,16734,3232,0.5840205569499223,0.390880841400741,0.1931397155491812,19111
855,Iowa,19113,Linn County,53364,70874,127458,-17510,0.4186790942898837,0.5560576817461438,-0.13737858745626,19113
856,Iowa,19115,Louisa County,3500,1726,5332,1774,0.6564141035258815,0.3237059264816204,0.3327081770442611,19115
857,Iowa,19117,Lucas County,3287,1284,4630,2003,0.7099352051835853,0.2773218142548596,0.4326133909287257,19117
858,Iowa,19119,Lyon County,5707,1067,6863,4640,0.83156054203701,0.1554713682063237,0.6760891738306862,19119
859,Iowa,19121,Madison County,6507,3134,9824,3373,0.6623574918566775,0.319014657980456,0.3433428338762214,19121
860,Iowa,19123,Mahaska County,8297,2894,11404,5403,0.7275517362329007,0.2537706068046299,0.4737811294282708,19123
861,Iowa,19125,Marion County,12663,6178,19232,6485,0.6584338602329451,0.3212354409317803,0.3371984193011648,19125
862,Iowa,19127,Marshall County,9571,8176,18136,1395,0.5277348919276577,0.4508160564622849,0.0769188354653727,19127
863,Iowa,19129,Mills County,5585,2508,8268,3077,0.6754958877600387,0.3033381712626996,0.3721577164973391,19129
864,Iowa,19131,Mitchell County,3677,2053,5822,1624,0.6315699072483683,0.3526279628993473,0.278941944349021,19131
865,Iowa,19133,Monona County,3248,1407,4728,1841,0.6869712351945855,0.2975888324873096,0.3893824027072758,19133
866,Iowa,19135,Monroe County,2975,1078,4088,1897,0.7277397260273972,0.2636986301369863,0.4640410958904109,19135
867,Iowa,19137,Montgomery County,3659,1583,5327,2076,0.6868781678242913,0.2971653838933734,0.3897127839309179,19137
868,Iowa,19139,Muscatine County,10823,9372,20671,1451,0.5235837646944995,0.453388805573025,0.0701949591214745,19139
869,Iowa,19141,O'Brien County,5861,1569,7551,4292,0.776188584293471,0.2077870480731029,0.5684015362203682,19141
870,Iowa,19143,Osceola County,2690,601,3328,2089,0.8082932692307693,0.1805889423076923,0.627704326923077,19143
871,Iowa,19145,Page County,5319,2086,7528,3233,0.7065621679064825,0.2770988310308183,0.4294633368756642,19145
872,Iowa,19147,Palo Alto County,3370,1519,4958,1851,0.6797095603065753,0.3063735377168213,0.3733360225897539,19147
873,Iowa,19149,Plymouth County,10492,3494,14188,6998,0.7394981674654638,0.2462644488299971,0.4932337186354666,19149
874,Iowa,19151,Pocahontas County,2826,933,3823,1893,0.7392100444676956,0.2440491760397593,0.4951608684279362,19151
875,Iowa,19153,Polk County,106800,146250,258755,-39450,0.4127456474271028,0.565206469440204,-0.1524608220131011,19153
876,Iowa,19155,Pottawattamie County,26247,18575,45744,7672,0.5737801678908709,0.4060641832808674,0.1677159846100034,19155
877,Iowa,19157,Poweshiek County,5657,4306,10140,1351,0.5578895463510848,0.42465483234714,0.1332347140039447,19157
878,Iowa,19159,Ringgold County,1968,709,2714,1259,0.7251289609432572,0.261238025055269,0.4638909358879882,19159
879,Iowa,19161,Sac County,4061,1389,5535,2672,0.7336946702800361,0.2509485094850948,0.4827461607949412,19161
880,Iowa,19163,Scott County,43683,46926,92599,-3243,0.471743755332131,0.5067657318113586,-0.0350219764792276,19163
881,Iowa,19165,Shelby County,4697,1959,6795,2738,0.691243561442237,0.2883002207505519,0.4029433406916851,19165
882,Iowa,19167,Sioux County,15680,3019,19051,12661,0.8230539079313421,0.1584693716865256,0.6645845362448165,19167
883,Iowa,19169,Story County,20340,29175,51038,-8835,0.3985265880324464,0.5716329009757436,-0.1731063129432972,19169
884,Iowa,19171,Tama County,5303,3577,9048,1726,0.5860963748894783,0.3953359858532272,0.1907603890362511,19171
885,Iowa,19173,Taylor County,2463,746,3249,1717,0.7580794090489381,0.2296091104955371,0.528470298553401,19173
886,Iowa,19175,Union County,4010,2061,6185,1949,0.6483427647534358,0.3332255456750202,0.3151172190784155,19175
887,Iowa,19177,Van Buren County,2859,875,3791,1984,0.7541545766288579,0.2308098127143234,0.5233447639145344,19177
888,Iowa,19179,Wapello County,9516,5821,15633,3695,0.6087123392822875,0.3723533550821979,0.2363589842000896,19179
889,Iowa,19181,Warren County,17782,12574,31039,5208,0.5728921679177809,0.4051032571925642,0.1677889107252166,19181
890,Iowa,19183,Washington County,6971,4561,11765,2410,0.5925201869953252,0.387675308117297,0.2048448788780281,19183
891,Iowa,19185,Wayne County,2338,727,3109,1611,0.752010292698617,0.2338372467031199,0.518173045995497,19185
892,Iowa,19187,Webster County,10938,6613,17822,4325,0.6137358321176074,0.3710582426214791,0.2426775894961283,19187
893,Iowa,19189,Winnebago County,3707,2135,5970,1572,0.6209380234505862,0.3576214405360134,0.2633165829145728,19189
894,Iowa,19191,Winneshiek County,6235,5617,12064,618,0.5168269230769231,0.4656001326259947,0.0512267904509284,19191
895,Iowa,19193,Woodbury County,25736,18704,45362,7032,0.5673471187337419,0.4123274987875314,0.1550196199462105,19193
896,Iowa,19195,Worth County,2738,1596,4418,1142,0.6197374377546401,0.3612494341330919,0.2584880036215481,19195
897,Iowa,19197,Wright County,4136,1996,6254,2140,0.6613367444835305,0.3191557403261912,0.3421810041573392,19197
898,Kansas,20001,Allen County,4155,1559,5842,2596,0.7112290311537145,0.2668606641561109,0.4443683669976035,20001
899,Kansas,20003,Anderson County,2874,765,3720,2109,0.7725806451612903,0.2056451612903226,0.5669354838709677,20003
900,Kansas,20005,Atchison County,4826,2314,7312,2512,0.6600109409190372,0.3164660831509847,0.3435448577680525,20005
901,Kansas,20007,Barber County,1992,284,2313,1708,0.8612191958495461,0.1227842628620838,0.7384349329874622,20007
902,Kansas,20009,Barton County,8480,2302,10961,6178,0.7736520390475322,0.2100173341848371,0.5636347048626951,20009
903,Kansas,20011,Bourbon County,4910,1505,6550,3405,0.749618320610687,0.2297709923664122,0.5198473282442748,20011
904,Kansas,20013,Brown County,3206,1088,4396,2118,0.7292993630573248,0.2474977252047315,0.4818016378525932,20013
905,Kansas,20015,Butler County,22250,9003,31946,13247,0.6964878232016528,0.2818193201026732,0.4146685030989795,20015
906,Kansas,20017,Chase County,1114,341,1478,773,0.7537212449255751,0.2307171853856563,0.5230040595399188,20017
907,Kansas,20019,Chautauqua County,1397,212,1634,1185,0.8549571603427173,0.1297429620563035,0.7252141982864138,20019
908,Kansas,20021,Cherokee County,6622,2163,8945,4459,0.7403018446059251,0.2418110676355505,0.4984907769703744,20021
909,Kansas,20023,Cheyenne County,1158,220,1400,938,0.8271428571428572,0.1571428571428571,0.67,20023
910,Kansas,20025,Clark County,885,143,1048,742,0.8444656488549618,0.1364503816793893,0.7080152671755725,20025
911,Kansas,20027,Clay County,3129,883,4134,2246,0.7568940493468795,0.2135945815191098,0.5432994678277697,20027
912,Kansas,20029,Cloud County,3182,893,4174,2289,0.7623382846190704,0.2139434595112601,0.5483948251078102,20029
913,Kansas,20031,Coffey County,3407,928,4448,2479,0.7659622302158273,0.2086330935251798,0.5573291366906474,20031
914,Kansas,20033,Comanche County,745,126,904,619,0.8241150442477876,0.1393805309734513,0.6847345132743363,20033
915,Kansas,20035,Cowley County,9442,4171,13911,5271,0.6787434404428151,0.2998346632161598,0.3789087772266552,20035
916,Kansas,20037,Crawford County,10045,6179,16718,3866,0.6008493838975955,0.3696016269888743,0.2312477569087211,20037
917,Kansas,20039,Decatur County,1232,208,1458,1024,0.8449931412894376,0.1426611796982167,0.7023319615912209,20039
918,Kansas,20041,Dickinson County,7045,2040,9246,5005,0.7619511139952412,0.2206359506813757,0.5413151633138654,20041
919,Kansas,20043,Doniphan County,2949,678,3674,2271,0.8026673924877518,0.1845400108873162,0.6181273816004355,20043
920,Kansas,20045,Douglas County,16737,39436,57540,-22699,0.2908759124087591,0.6853667014250956,-0.3944907890163365,20045
921,Kansas,20047,Edwards County,1127,267,1413,860,0.7975937721160651,0.1889596602972399,0.6086341118188252,20047
922,Kansas,20049,Elk County,1130,191,1347,939,0.8389012620638456,0.1417965850037119,0.6971046770601337,20049
923,Kansas,20051,Ellis County,9569,3633,13501,5936,0.7087623139026739,0.2690911784312273,0.4396711354714465,20051
924,Kansas,20053,Ellsworth County,2106,646,2806,1460,0.7505345687811832,0.2302209550962223,0.5203136136849609,20053
925,Kansas,20055,Finney County,7079,4155,11466,2924,0.6173905459619745,0.3623757195185766,0.2550148264433978,20055
926,Kansas,20057,Ford County,5763,2926,8850,2837,0.651186440677966,0.3306214689265537,0.3205649717514123,20057
927,Kansas,20059,Franklin County,8326,3623,12247,4703,0.6798399608067281,0.2958275496039846,0.3840124112027435,20059
928,Kansas,20061,Geary County,5193,3825,9311,1368,0.5577274191816132,0.4108044248738052,0.1469229943078079,20061
929,Kansas,20063,Gove County,1256,163,1433,1093,0.8764829030006979,0.1137473831123517,0.7627355198883462,20063
930,Kansas,20065,Graham County,1052,222,1302,830,0.8079877112135176,0.1705069124423963,0.6374807987711213,20065
931,Kansas,20067,Grant County,1910,497,2452,1413,0.7789559543230016,0.2026916802610114,0.5762642740619901,20067
932,Kansas,20069,Gray County,1871,337,2240,1534,0.8352678571428571,0.1504464285714285,0.6848214285714286,20069
933,Kansas,20071,Greeley County,537,77,629,460,0.8537360890302067,0.12241653418124,0.7313195548489666,20071
934,Kansas,20073,Greenwood County,2404,562,3030,1842,0.7933993399339934,0.1854785478547854,0.6079207920792079,20073
935,Kansas,20075,Hamilton County,684,134,837,550,0.8172043010752689,0.1600955794504181,0.6571087216248507,20075
936,Kansas,20077,Harper County,2128,453,2626,1675,0.8103579588728104,0.1725057121096725,0.6378522467631379,20077
937,Kansas,20079,Harvey County,10015,6652,17034,3363,0.58794176353176,0.3905130914641305,0.1974286720676294,20079
938,Kansas,20081,Haskell County,1103,261,1383,842,0.7975415762834418,0.1887201735357917,0.6088214027476501,20081
939,Kansas,20083,Hodgeman County,866,151,1033,715,0.8383349467570184,0.1461761858664085,0.6921587608906099,20083
940,Kansas,20085,Jackson County,4435,1852,6468,2583,0.6856833642547928,0.2863327149041434,0.3993506493506493,20085
941,Kansas,20087,Jefferson County,6193,3106,9581,3087,0.6463834672789897,0.32418327940716,0.3222001878718296,20087
942,Kansas,20089,Jewell County,1369,211,1608,1158,0.8513681592039801,0.1312189054726368,0.7201492537313433,20089
943,Kansas,20091,Johnson County,155631,184259,349386,-28628,0.4454414315399014,0.5273794599669134,-0.0819380284270119,20091
944,Kansas,20093,Kearny County,1134,255,1413,879,0.802547770700637,0.1804670912951167,0.6220806794055203,20093
945,Kansas,20095,Kingman County,3102,745,3929,2357,0.7895138712140494,0.1896156782896411,0.5998981929244083,20095
946,Kansas,20097,Kiowa County,957,153,1139,804,0.8402107111501317,0.1343283582089552,0.7058823529411764,20097
947,Kansas,20099,Labette County,5639,2607,8414,3032,0.6701925362491087,0.3098407416211077,0.360351794628001,20099
948,Kansas,20101,Lane County,757,114,888,643,0.8524774774774775,0.1283783783783783,0.7240990990990991,20101
949,Kansas,20103,Leavenworth County,21378,13753,36115,7625,0.591942406202409,0.3808112972449121,0.2111311089574969,20103
950,Kansas,20105,Lincoln County,1273,266,1570,1007,0.810828025477707,0.1694267515923566,0.6414012738853504,20105
951,Kansas,20107,Linn County,3940,863,4903,3077,0.8035896389965327,0.176014684886804,0.6275749541097286,20107
952,Kansas,20109,Logan County,1231,185,1437,1046,0.8566457898399443,0.1287404314544189,0.7279053583855254,20109
953,Kansas,20111,Lyon County,7381,5878,13622,1503,0.5418440757598003,0.4315078549405373,0.1103362208192629,20111
954,Kansas,20113,McPherson County,9562,3977,13868,5585,0.6895010095183155,0.2867753100663398,0.4027256994519757,20113
955,Kansas,20115,Marion County,4377,1463,5969,2914,0.7332886580666779,0.2450996816887251,0.4881889763779528,20115
956,Kansas,20117,Marshall County,3662,1239,5023,2423,0.7290463866215409,0.2466653394385825,0.4823810471829584,20117
957,Kansas,20119,Meade County,1508,261,1807,1247,0.8345323741007195,0.1444382955174322,0.6900940785832872,20119
958,Kansas,20121,Miami County,12116,5133,17624,6983,0.6874716295960055,0.2912505674080798,0.3962210621879256,20121
959,Kansas,20123,Mitchell County,2454,547,3039,1907,0.807502467917078,0.179993418887792,0.627509049029286,20123
960,Kansas,20125,Montgomery County,9768,3147,13177,6621,0.7412916445321394,0.2388252257721788,0.5024664187599606,20125
961,Kansas,20127,Morris County,2085,721,2849,1364,0.7318357318357318,0.253071253071253,0.4787644787644787,20127
962,Kansas,20129,Morton County,1004,147,1163,857,0.8632846087704213,0.1263972484952708,0.7368873602751504,20129
963,Kansas,20131,Nemaha County,4612,920,5625,3692,0.8199111111111111,0.1635555555555555,0.6563555555555556,20131
964,Kansas,20133,Neosho County,4795,1727,6629,3068,0.723336853220697,0.2605219490119173,0.4628149042087796,20133
965,Kansas,20135,Ness County,1315,147,1487,1168,0.8843308675184937,0.0988567585743107,0.785474108944183,20135
966,Kansas,20137,Norton County,1977,361,2390,1616,0.8271966527196652,0.1510460251046025,0.6761506276150627,20137
967,Kansas,20139,Osage County,5591,2099,7893,3492,0.7083491701507665,0.2659318383377676,0.4424173318129988,20139
968,Kansas,20141,Osborne County,1590,275,1899,1315,0.8372827804107424,0.1448130595050026,0.6924697209057398,20141
969,Kansas,20143,Ottawa County,2581,504,3159,2077,0.8170307059195948,0.1595441595441595,0.6574865463754352,20143
970,Kansas,20145,Pawnee County,2028,635,2712,1393,0.7477876106194691,0.2341445427728613,0.5136430678466077,20145
971,Kansas,20147,Phillips County,2388,318,2752,2070,0.8677325581395349,0.1155523255813953,0.7521802325581395,20147
972,Kansas,20149,Pottawatomie County,9247,3257,12815,5990,0.7215762777994538,0.2541552867733125,0.4674209910261412,20149
973,Kansas,20151,Pratt County,3087,924,4107,2163,0.7516435354273192,0.224981738495252,0.5266617969320672,20151
974,Kansas,20153,Rawlins County,1253,214,1496,1039,0.8375668449197861,0.1430481283422459,0.69451871657754,20153
975,Kansas,20155,Reno County,17948,8602,27245,9346,0.6587630757937236,0.3157276564507249,0.3430354193429987,20155
976,Kansas,20157,Republic County,2172,420,2643,1752,0.8217934165720772,0.1589103291713961,0.662883087400681,20157
977,Kansas,20159,Rice County,3187,953,4230,2234,0.7534278959810875,0.2252955082742316,0.5281323877068558,20159
978,Kansas,20161,Riley County,11174,11940,23855,-766,0.4684133305386711,0.5005239991616014,-0.0321106686229302,20161
979,Kansas,20163,Rooks County,2294,332,2661,1962,0.8620819240886884,0.1247651258925216,0.7373167981961668,20163
980,Kansas,20165,Rush County,1425,291,1748,1134,0.8152173913043478,0.1664759725400457,0.648741418764302,20165
981,Kansas,20167,Russell County,2765,591,3429,2174,0.8063575386410032,0.1723534558180227,0.6340040828229805,20167
982,Kansas,20169,Saline County,15313,8022,23911,7291,0.640416544686546,0.3354941240433273,0.3049224206432186,20169
983,Kansas,20171,Scott County,1991,290,2322,1701,0.8574504737295435,0.1248923341946597,0.7325581395348837,20171
984,Kansas,20173,Sedgwick County,117653,90820,213552,26833,0.550933730426313,0.4252828350940286,0.1256508953322843,20173
985,Kansas,20175,Seward County,3285,1736,5099,1549,0.6442439694057658,0.3404589135124534,0.3037850558933123,20175
986,Kansas,20177,Shawnee County,40443,43015,86122,-2572,0.4696012633241216,0.499465873992708,-0.0298646106685864,20177
987,Kansas,20179,Sheridan County,1237,144,1397,1093,0.8854688618468146,0.1030780243378668,0.7823908375089478,20179
988,Kansas,20181,Sherman County,2222,386,2673,1836,0.831275720164609,0.1444070332959222,0.6868686868686869,20181
989,Kansas,20183,Smith County,1734,328,2092,1406,0.8288718929254302,0.1567877629063097,0.6720841300191205,20183
990,Kansas,20185,Stafford County,1631,355,2017,1276,0.8086266732771443,0.1760039662865642,0.6326227069905801,20185
991,Kansas,20187,Stanton County,607,147,767,460,0.7913950456323338,0.1916558018252933,0.5997392438070404,20187
992,Kansas,20189,Stevens County,1731,233,1997,1498,0.8668002003004507,0.1166750125187781,0.7501251877816725,20189
993,Kansas,20191,Sumner County,7998,2551,10779,5447,0.7419983300862789,0.2366638834771314,0.5053344466091474,20191
994,Kansas,20193,Thomas County,3106,622,3794,2484,0.8186610437532946,0.1639430680021086,0.6547179757511861,20193
995,Kansas,20195,Trego County,1341,238,1603,1103,0.8365564566437929,0.148471615720524,0.6880848409232688,20195
996,Kansas,20197,Wabaunsee County,2813,956,3861,1857,0.7285677285677286,0.2476042476042476,0.4809634809634809,20197
997,Kansas,20199,Wallace County,762,44,817,718,0.9326805385556916,0.0538555691554467,0.8788249694002448,20199
998,Kansas,20201,Washington County,2332,467,2843,1865,0.8202602884277173,0.1642631023566655,0.6559971860710517,20201
999,Kansas,20203,Wichita County,803,147,961,656,0.8355879292403746,0.1529656607700312,0.6826222684703434,20203
1000,Kansas,20205,Wilson County,3111,711,3899,2400,0.7978968966401642,0.1823544498589382,0.6155424467812259,20205
1001,Kansas,20207,Woodson County,1189,283,1495,906,0.7953177257525084,0.1892976588628762,0.6060200668896321,20207
1002,Kansas,20209,Wyandotte County,18512,35566,55107,-17054,0.3359282849728709,0.6453989511314352,-0.3094706661585642,20209
1003,Kentucky,21001,Adair County,7276,1392,8768,5884,0.8298357664233577,0.1587591240875912,0.6710766423357664,21001
1004,Kentucky,21003,Allen County,7587,1642,9364,5945,0.8102306706535668,0.1753524134985049,0.6348782571550619,21003
1005,Kentucky,21005,Anderson County,9661,3348,13254,6313,0.7289120265580202,0.2526029877772748,0.4763090387807454,21005
1006,Kentucky,21007,Ballard County,3356,825,4225,2531,0.7943195266272189,0.1952662721893491,0.5990532544378698,21007
1007,Kentucky,21009,Barren County,14654,5127,20064,9527,0.7303628389154705,0.2555322966507177,0.4748305422647528,21009
1008,Kentucky,21011,Bath County,3986,1573,5627,2413,0.7083703572063267,0.2795450506486582,0.4288253065576684,21011
1009,Kentucky,21013,Bell County,8140,1789,10044,6351,0.8104340900039825,0.1781162883313421,0.6323178016726404,21013
1010,Kentucky,21015,Boone County,44814,20901,66998,23913,0.668885638377265,0.3119645362548136,0.3569211021224514,21015
1011,Kentucky,21017,Bourbon County,6190,3296,9648,2894,0.6415837479270315,0.3416252072968491,0.2999585406301824,21017
1012,Kentucky,21019,Boyd County,14295,7083,21751,7212,0.657211162705163,0.325640200450554,0.331570962254609,21019
1013,Kentucky,21021,Boyle County,8872,5298,14478,3574,0.6127918220748723,0.3659345213427269,0.2468573007321453,21021
1014,Kentucky,21023,Bracken County,3398,800,4246,2598,0.8002826189354687,0.1884126236457842,0.6118699952896844,21023
1015,Kentucky,21025,Breathitt County,4265,1301,5661,2964,0.7534004592828122,0.2298180533474651,0.5235824059353471,21025
1016,Kentucky,21027,Breckinridge County,7701,2350,10201,5351,0.7549259876482698,0.2303695716106264,0.5245564160376434,21027
1017,Kentucky,21029,Bullitt County,30708,10552,41998,20156,0.7311776751273871,0.2512500595266441,0.4799276156007429,21029
1018,Kentucky,21031,Butler County,4960,1079,6125,3881,0.809795918367347,0.1761632653061224,0.6336326530612245,21031
1019,Kentucky,21033,Caldwell County,4906,1433,6434,3473,0.7625116568231272,0.2227230338824992,0.5397886229406279,21033
1020,Kentucky,21035,Calloway County,11352,5797,17457,5555,0.6502835538752363,0.3320730938878387,0.3182104599873976,21035
1021,Kentucky,21037,Campbell County,28482,19374,48878,9108,0.5827161504153198,0.3963746470804861,0.1863415033348336,21037
1022,Kentucky,21039,Carlisle County,2159,463,2638,1696,0.8184230477634572,0.1755117513267627,0.6429112964366945,21039
1023,Kentucky,21041,Carroll County,2954,1116,4136,1838,0.7142166344294004,0.269825918762089,0.4443907156673114,21041
1024,Kentucky,21043,Carter County,8775,2642,11586,6133,0.7573795960642155,0.2280338339375107,0.5293457621267047,21043
1025,Kentucky,21045,Casey County,6179,918,7171,5261,0.8616650397434109,0.1280156184632547,0.7336494212801561,21045
1026,Kentucky,21047,Christian County,15080,8296,23863,6784,0.6319406612747769,0.347651175459917,0.2842894858148598,21047
1027,Kentucky,21049,Clark County,11811,6004,18139,5807,0.6511384310050168,0.3309995038315232,0.3201389271734935,21049
1028,Kentucky,21051,Clay County,6677,831,7591,5846,0.8795942563562114,0.109471742853379,0.7701225135028323,21051
1029,Kentucky,21053,Clinton County,4280,603,4932,3677,0.8678021086780211,0.1222627737226277,0.7455393349553934,21053
1030,Kentucky,21055,Crittenden County,3451,731,4242,2720,0.8135313531353136,0.1723243752946723,0.6412069778406413,21055
1031,Kentucky,21057,Cumberland County,2769,508,3309,2261,0.8368087035358114,0.1535207011181626,0.6832880024176488,21057
1032,Kentucky,21059,Daviess County,31025,17286,49287,13739,0.629476332501471,0.3507212855316818,0.2787550469697891,21059
1033,Kentucky,21061,Edmonson County,4828,1227,6132,3601,0.7873450750163079,0.2000978473581213,0.5872472276581866,21061
1034,Kentucky,21063,Elliott County,2246,712,2995,1534,0.7499165275459099,0.2377295492487479,0.512186978297162,21063
1035,Kentucky,21065,Estill County,5100,1355,6540,3745,0.7798165137614679,0.2071865443425076,0.5726299694189603,21065
1036,Kentucky,21067,Fayette County,58860,90600,152912,-31740,0.3849272784346552,0.5924976457047191,-0.2075703672700638,21067
1037,Kentucky,21069,Fleming County,5534,1474,7068,4060,0.7829654782116582,0.208545557441992,0.5744199207696661,21069
1038,Kentucky,21071,Floyd County,12250,3884,16353,8366,0.7490980248272489,0.237509937014615,0.5115880878126338,21071
1039,Kentucky,21073,Franklin County,12900,12652,26072,248,0.4947836759742252,0.48527155569193,0.0095121202822952,21073
1040,Kentucky,21075,Fulton County,1606,794,2426,812,0.6619950535861501,0.3272877164056059,0.3347073371805441,21075
1041,Kentucky,21077,Gallatin County,2955,822,3849,2133,0.7677318784099766,0.2135619641465315,0.5541699142634451,21077
1042,Kentucky,21079,Garrard County,6754,1830,8706,4924,0.7757868136917069,0.2101998621640248,0.5655869515276821,21079
1043,Kentucky,21081,Grant County,8725,2205,11108,6520,0.7854699315808427,0.1985055815628376,0.5869643500180051,21081
1044,Kentucky,21083,Graves County,13206,3560,17019,9646,0.7759562841530054,0.2091779775544979,0.5667783065985075,21083
1045,Kentucky,21085,Grayson County,9453,2400,11985,7053,0.7887359198998748,0.2002503128911139,0.588485607008761,21085
1046,Kentucky,21087,Green County,4838,920,5812,3918,0.8324156916724019,0.1582931865106676,0.6741225051617343,21087
1047,Kentucky,21089,Greenup County,13064,4873,18176,8191,0.71875,0.2681007922535211,0.4506492077464789,21089
1048,Kentucky,21091,Hancock County,3145,1351,4587,1794,0.6856333115325921,0.2945280139524744,0.3911052975801177,21091
1049,Kentucky,21093,Hardin County,29832,18101,48941,11731,0.6095502748207025,0.3698534970678981,0.2396967777528043,21093
